"region","hbcu","tribal","urban","open","landGrant","associates","allDistance","partDistance","studyAbroad","weekend","remedial","counseling","dayCare","oncampusHousing","mealPlan","instateTuition","size","facultyRatio","grantAid","loanAid","minorityEnroll","placeEmploy","tuitionOptions"
"FW","No","No","City:M","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",8505,"20,000+",19,6591,7146,12,"Yes","Yes"
"FW","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","No",31500,"<1,000",10,14108,6170,7,"Yes","Yes"
"FW","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",38950,"1-4,999",11,22247,7693,15,"Yes","Yes"
"FW","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",6750,"20,000+",19,5918,7699,16,"Yes","No"
"FW","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",40080,"1-4,999",14,22370,7246,12,"Yes","Yes"
"FW","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",13334,"1-4,999",9,3338,7071,19,"Yes","Yes"
"FW","No","No","Suburb:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",6615,"5-9,999",23,5871,7823,11,"Yes","Yes"
"FW","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",20800,"<1,000",11,11780,7596,35,"Yes","Yes"
"FW","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28980,"1-4,999",15,16660,7522,4,"Yes","Yes"
"FW","No","No","City:M","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",45300,"1-4,999",10,24085,7442,13,"Yes","Yes"
"FW","No","No","Town:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7746,"5-9,999",14,7343,8932,15,"Yes","Yes"
"FW","No","No","City:L","No","No","Implied no","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",18335,"<1,000",16,5511,7980,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",18018,"<1,000",7,12022,6633,29,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",38950,"1-4,999",15,21861,7638,27,"Yes","Yes"
"ME","No","No","Town:D","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",41970,"1-4,999",10,25300,7430,13,"Yes","Yes"
"ME","No","No","Rural:F","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",32000,"1-4,999",13,15486,7375,16,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30500,"1-4,999",12,11908,7482,20,"Yes","Yes"
"ME","No","No","Suburb:M","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","No","No",17244,"<1,000",8,6363,6941,29,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",17820,"1-4,999",16,5660,8425,62,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","No",17532,"<1,000",17,6871,7056,24,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","Yes","Yes",21850,"<1,000",11,11840,6638,8,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",38900,"1-4,999",10,24354,7113,18,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"5-9,999",21,5644,6387,15,"Yes","Yes"
"ME","No","No","Suburb:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7060,"5-9,999",21,6407,6759,15,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26604,"1-4,999",11,13325,8339,23,"Yes","Yes"
"ME","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",35000,"1-4,999",10,13910,8751,24,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",16308,"1-4,999",11,5647,7787,32,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",33200,"1-4,999",10,19196,7276,10,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",32930,"1-4,999",9,14557,8345,45,"Yes","Yes"
"ME","Yes","No","Suburb:L","Yes","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",7060,"<1,000",10,9744,7954,87,"Yes","Yes"
"ME","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"5-9,999",18,5908,7080,10,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",33196,"1-4,999",15,18416,7413,16,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",41744,"20,000+",10,18693,7555,13,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",33778,"5-9,999",13,17238,7471,8,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"5-9,999",22,5718,6946,26,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",30250,"1-4,999",10,14336,7910,39,"Yes","Yes"
"ME","No","No","Town:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7060,"5-9,999",19,6104,6886,11,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",41710,"1-4,999",12,22580,6986,7,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",5520,"<1,000",11,6622,9216,64,"No","Yes"
"ME","No","No","City:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",29450,"1-4,999",12,19414,7505,8,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",25450,"1-4,999",15,17381,8184,10,"Yes","Yes"
"ME","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",16154,"1-4,999",13,5820,7554,2,"Yes","No"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31510,"1-4,999",10,14911,8051,28,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28198,"1-4,999",12,14968,7673,14,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","No","No",17500,"<1,000",8,10719,7671,36,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31255,"1-4,999",9,13235,7962,19,"Yes","Yes"
"ME","No","No","Town:D","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7060,"10-19,999",19,6032,6887,16,"Yes","Yes"
"ME","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",39840,"1-4,999",13,23302,6831,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",23300,"1-4,999",11,13121,7661,12,"Yes","No"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",32640,"1-4,999",12,17899,6997,10,"Yes","Yes"
"ME","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Yes","Yes","Yes",7060,"5-9,999",20,5602,7019,15,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",25500,"1-4,999",12,13083,8050,10,"Yes","No"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",40400,"5-9,999",12,23605,7503,30,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",19030,"1-4,999",14,6552,6155,27,"Yes","Yes"
"ME","No","No","Suburb:S","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",37930,"1-4,999",11,20916,7114,8,"Yes","Yes"
"ME","Yes","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7340,"1-4,999",17,9976,11667,88,"Yes","Yes"
"ME","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7060,"1-4,999",19,5863,6820,11,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",35200,"1-4,999",13,25189,7261,15,"Yes","Yes"
"ME","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"1-4,999",15,6071,7077,12,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",30942,"1-4,999",12,18665,7583,8,"Yes","Yes"
"ME","No","No","City:M","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31320,"1-4,999",13,21619,7007,8,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",31410,"1-4,999",12,16171,6825,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",8460,"5-9,999",20,5252,6688,17,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",28300,"1-4,999",12,13036,7327,5,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",35608,"<1,000",7,13400,11901,28,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",37251,"1-4,999",12,20618,7470,13,"Yes","Yes"
"ME","No","No","Town:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",20300,"1-4,999",12,19977,7765,3,"Yes","Yes"
"ME","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",45590,"1-4,999",11,18948,5735,10,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",25792,"1-4,999",13,22908,7826,24,"Yes","Yes"
"ME","No","No","Suburb:M","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",13658,"1-4,999",15,5683,6851,6,"Yes","Yes"
"ME","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",12718,"<1,000",12,5257,6593,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",12474,"<1,000",11,6708,7875,8,"Yes","Yes"
"ME","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",12718,"<1,000",13,5160,6831,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",13012,"1-4,999",14,5367,7309,9,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",13012,"<1,000",14,5266,6905,22,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",13658,"1-4,999",16,5805,6732,13,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12718,"<1,000",16,5928,6812,14,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",13658,"1-4,999",17,5131,7028,20,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",13658,"1-4,999",15,5824,7528,17,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",13012,"1-4,999",15,5176,6686,19,"Yes","Yes"
"ME","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","No","No",12718,"<1,000",11,6068,6586,3,"Yes","Yes"
"ME","No","No","Rural:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",12718,"<1,000",12,5741,6966,6,"Yes","Yes"
"ME","No","No","Suburb:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",13012,"<1,000",13,6523,6868,28,"Yes","Yes"
"ME","No","No","City:S","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",16572,"20,000+",16,6836,6829,10,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12718,"<1,000",11,7466,6915,26,"Yes","Yes"
"ME","No","No","Town:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",12718,"<1,000",11,5946,6811,12,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13012,"1-4,999",18,5771,6718,21,"Yes","Yes"
"ME","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",13012,"<1,000",13,6851,7180,24,"Yes","Yes"
"ME","No","No","Suburb:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","No","No",13012,"1-4,999",15,4782,6839,12,"Yes","Yes"
"ME","No","No","City:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",13584,"1-4,999",13,4840,8499,76,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","No",32960,"<1,000",6,16227,7397,12,"No","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","No",21300,"<1,000",11,5999,7258,11,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",35620,"1-4,999",13,18234,8148,23,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",39908,"1-4,999",8,18741,7417,23,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",23710,"1-4,999",13,13644,6981,21,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",35642,"1-4,999",10,17364,7151,11,"Yes","Yes"
"ME","No","No","Town:R","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12452,"1-4,999",17,8927,7105,16,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12452,"1-4,999",18,7798,6918,12,"Yes","Yes"
"ME","No","No","Suburb:S","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",12452,"1-4,999",20,7503,6689,4,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",17292,"20,000+",15,10626,7752,8,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",27000,"1-4,999",13,14307,7882,18,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Implied no","Implied no","Yes","Implied no","Yes","Implied no","Yes","Yes",19650,"<1,000",23,6172,10285,40,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",26330,"5-9,999",15,14552,7399,8,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31520,"<1,000",10,23574,6477,46,"Yes","Yes"
"ME","No","No","Town:F","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31078,"1-4,999",14,19399,7911,7,"Yes","No"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",42000,"5-9,999",13,18168,8200,13,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",31534,"1-4,999",12,21582,6515,8,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",40644,"5-9,999",10,21191,7006,10,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",31420,"1-4,999",14,18848,7231,9,"Yes","Yes"
"ME","No","No","Town:F","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"5-9,999",20,5882,6697,15,"Yes","Yes"
"ME","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",7060,"5-9,999",22,5891,6730,7,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Yes","Implied no","Yes","Yes",18850,"<1,000",7,8159,6326,28,"No","Yes"
"ME","No","No","Town:D","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",41500,"1-4,999",12,24822,6971,12,"Yes","Yes"
"ME","No","No","City:L","No","No","Implied no","No","Implied no","Implied no","Implied no","Implied no","Implied no","Implied no","Yes","Yes",8650,"<1,000",18,9309,7554,0,"No","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",14898,"20,000+",14,7797,7206,19,"Yes","Yes"
"ME","No","No","Town:F","No","No","Yes","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",27038,"<1,000",10,18435,7508,11,"Yes","Yes"
"ME","No","No","City:L","No","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Yes","Yes","No",35264,"1-4,999",15,6782,9595,13,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",18644,"<1,000",13,8099,7326,29,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",42656,"1-4,999",11,23823,6804,7,"Yes","Yes"
"ME","No","No","Town:D","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",21620,"1-4,999",12,12150,7311,4,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",7060,"10-19,999",19,5395,6747,15,"Yes","Yes"
"ME","No","No","Town:F","No","No","Implied no","No","Implied no","Yes","Implied no","Yes","Yes","Implied no","Yes","Yes",32820,"1-4,999",10,22562,7293,4,"Yes","Yes"
"ME","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",40418,"5-9,999",12,22551,7160,18,"Yes","Yes"
"ME","No","No","City:S","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",30792,"5-9,999",15,19210,7297,10,"Yes","Yes"
"ME","No","No","City:S","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",23745,"<1,000",10,16357,7756,8,"Yes","Yes"
"ME","No","No","City:S","Yes","No","Implied no","No","Implied no","Implied no","Implied no","Yes","Yes","Implied no","Yes","Yes",8600,"<1,000",9,7977,7554,0,"Yes","Yes"
"ME","No","No","Suburb:M","No","No","Yes","No","Implied no","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",16480,"1-4,999",16,6416,8965,11,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Implied no","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",39421,"1-4,999",13,18062,7247,11,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Implied no","Yes","Yes",29226,"5-9,999",20,12563,10980,22,"Yes","Yes"
"NE","No","No","Suburb:L","Yes","No","Yes","No","Yes","Implied no","Yes","Yes","Yes","Implied no","No","No",21375,"1-4,999",13,6378,8224,15,"Yes","Yes"
"NE","No","No","City:M","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",44520,"1-4,999",12,24259,7189,12,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Implied no","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",7118,"5-9,999",14,5017,6174,25,"Yes","Yes"
"NE","No","No","Suburb:L","No","Yes","Implied no","No","Yes","Yes","Implied no","Yes","Yes","Yes","Yes","Yes",11128,"10-19,999",17,9713,6478,14,"Yes","Yes"
"NE","No","No","City:M","No","No","Implied no","No","Implied no","Yes","Implied no","Implied no","Yes","Implied no","Yes","Yes",45530,"1-4,999",9,22937,7417,10,"Yes","Yes"
"NE","No","No","Suburb:L","No","No","Yes","No","Yes","Yes","Yes","Implied no","Yes","Implied no","Yes","Yes",29976,"1-4,999",14,13295,6541,8,"Yes","Yes"
